ipni_id,accepted_name,genera,number_of_regions,region,lifeform_category ,climate_description,seedbank_conserved,iucn_assessed,redlist_category,threat_pred,threat_prediction_prob
1012783-1,Crepidium maaikeae,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.464651939
988179-1,Crepidium maboroense,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988180-1,Crepidium mackinnonii,Crepidium,7,China,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.122114065
988181-1,Crepidium macrochilum,Crepidium,2,Indo-China,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.49976096
988182-1,Crepidium macrophyllum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195779422
988183-1,Crepidium macrotis,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195779422
77117326-1,Crepidium maculatum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.429351408
77139710-1,Crepidium magnicallosa,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.799120311
77139711-1,Crepidium malabarica,Crepidium,1,Indian Subcontinent,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,threatened,0.792390659
77129189-1,Crepidium mambulilingense,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.684870179
1018872-1,Crepidium mariae,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.799120311
988186-1,Crepidium marsupichilum,Crepidium,3,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.098511582
988187-1,Crepidium matsudae,Crepidium,2,Eastern Asia,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.778616744
988188-1,Crepidium maximowiczianum,Crepidium,3,Indian Subcontinent,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.775285041
988189-1,Crepidium megalanthum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988190-1,Crepidium melanophyllum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988191-1,Crepidium merapiense,Crepidium,2,Indo-China,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.429707845
988192-1,Crepidium merrillii,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.644652832
988193-1,Crepidium metallicum,Crepidium,2,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.379116957
77117279-1,Crepidium micholitzianum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.134630961
988194-1,Crepidium micranthum,Crepidium,5,Indo-China,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.038672546
988195-1,Crepidium microhybos,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
993069-1,Crepidium mindorense,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.634439401
77173789-1,Crepidium moluccanum,Crepidium,5,Eastern Asia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.046027676
988196-1,Crepidium multiflorum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.511092654
993071-1,Crepidium negrosianum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.647550905
988197-1,Crepidium nemorale,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.46423261
993073-1,Crepidium nephroglossum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988198-1,Crepidium nigrescens,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.53118547
988199-1,Crepidium nitidum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988200-1,Crepidium obovatum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.852614364
1005076-1,Crepidium ochyranum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.464424474
988201-1,Crepidium octodentatum,Crepidium,3,Indo-China,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.746613663
988202-1,Crepidium oculatum,Crepidium,2,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.411744433
988204-1,Crepidium olivaceum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195779422
77139712-1,Crepidium orbicans,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.799120311
999822-1,Crepidium orbiculare,Crepidium,4,China,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.451382778
988205-1,Crepidium oreocharis,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988206-1,Crepidium ovalisepalum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.6990988
988207-1,Crepidium paguroides,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988208-1,Crepidium palawense,Crepidium,1,Northwestern Pacific,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.633648087
20005260-1,Crepidium parryae,Crepidium,1,Indian Subcontinent,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.869914177
988209-1,Crepidium partitilobum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.511092654
988210-1,Crepidium pectinatum,Crepidium,2,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.147954609
1005071-1,Crepidium pedicellare,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.134630961
988211-1,Crepidium perakense,Crepidium,6,Indo-China,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.140229044
993075-1,Crepidium petiolare,Crepidium,2,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.26336194
993077-1,Crepidium platychilum,Crepidium,1,Southwestern Pacific,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.42530466
988212-1,Crepidium pleistanthum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.440182303
988213-1,Crepidium polyodon,Crepidium,3,Indo-China,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.582424416
988214-1,Crepidium prasinum,Crepidium,3,Indo-China,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.455101328
988215-1,Crepidium productum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.285322413
988216-1,Crepidium propinquum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.71115186
988217-1,Crepidium protractum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.338057322
988218-1,Crepidium puberulum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.6990988
988219-1,Crepidium pubicallosum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.285322413
988220-1,Crepidium punctatum,Crepidium,1,Malesia,epiphyte,wet tropical,No,No,Not Assessed,threatened,0.695763468
988221-1,Crepidium purpureonervosum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.889881567
77129191-1,Crepidium purpureoviridis,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.66889825
988222-1,Crepidium purpureum,Crepidium,15,China,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.044206691
988224-1,Crepidium quadridentatum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.644652832
988225-1,Crepidium quadrilobum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.644652832
77117280-1,Crepidium raciborskii,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.464651939
20005261-1,Crepidium rajanum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.693604512
20000603-1,Crepidium ramosum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.440160721
988227-1,Crepidium ranauense,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.6990988
77141435-1,Crepidium ravanii,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.853877218
993081-1,Crepidium reineckeanum,Crepidium,5,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.019463926
988228-1,Crepidium repens,Crepidium,2,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.420528582
988229-1,Crepidium resupinatum,Crepidium,12,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.00227071
988230-1,Crepidium rhabdophyllum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.19583056
624643-1,Crepidium rheedei,Crepidium,4,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.090707232
988231-1,Crepidium rhinoceros,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988232-1,Crepidium ridleyi,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.85262689
988233-1,Crepidium riparium,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
77129192-1,Crepidium robinsonii,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.648223786
77155924-1,Crepidium roohutuensis,Crepidium,1,Eastern Asia,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.818240168
988234-1,Crepidium saccatum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.648223786
988235-1,Crepidium sagittatum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.852614364
20005262-1,Crepidium sagittiflorum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.393159173
20005263-1,Crepidium samoense,Crepidium,2,Southwestern Pacific,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.329116288
20007327-1,Crepidium saprophytum,Crepidium,1,Indian Subcontinent,herbaceous perennial,subtropical,No,No,Not Assessed,not threatened,0.317187847
993084-1,Crepidium schlechteri,Crepidium,1,Southwestern Pacific,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.510832273
988236-1,Crepidium schumannianum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195779422
988237-1,Crepidium sciaphilum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
993085-1,Crepidium segaarense,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.134630961
77117295-1,Crepidium seidenfadenianum,Crepidium,2,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.548352738
988238-1,Crepidium seleniglossum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988239-1,Crepidium setipes,Crepidium,1,Northwestern Pacific,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.633648087
77104553-1,Crepidium sichuanicum,Crepidium,1,China,herbaceous perennial,temperate,No,No,Not Assessed,threatened,0.831436272
77129193-1,Crepidium slamatense,Crepidium,2,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.425318794
988241-1,Crepidium soleiforme,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.85262689
988243-1,Crepidium sororium,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.6990988
988244-1,Crepidium stenophyllum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988245-1,Crepidium stenostachys,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988246-1,Crepidium stolleanum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.285322413
20005264-1,Crepidium sublobatum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.569361041
988247-1,Crepidium sumatrense,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.648223786
77160099-1,Crepidium szemaoense,Crepidium,3,China,herbaceous perennial,subtropical,No,No,Not Assessed,threatened,0.596247583
20005252-1,Crepidium szlachetkianum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.693796445
988248-1,Crepidium taurinum,Crepidium,5,Southwestern Pacific,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.097482409
988249-1,Crepidium taylorii,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.71115186
993086-1,Crepidium tenggerense,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.85262689
77129194-1,Crepidium ternatense,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.465487983
993087-1,Crepidium tetralobum,Crepidium,2,Southwestern Pacific,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.329116288
988250-1,Crepidium tixieri,Crepidium,1,Indo-China,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.887216693
20000592-1,Crepidium tjiwideiense,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.852653459
988251-1,Crepidium torricellense,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
77129195-1,Crepidium toxopei,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.465487983
988252-1,Crepidium trichopodum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.542078873
20005265-1,Crepidium tripartitum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.523460672
77129196-1,Crepidium triphyllum,Crepidium,2,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.569053186
77129207-1,Crepidium trukense,Crepidium,1,Northwestern Pacific,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.635487353
988255-1,Crepidium tubulosum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988256-1,Crepidium umbonatum,Crepidium,2,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.147573806
988257-1,Crepidium umbraticola,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.542078873
993088-1,Crepidium uncatum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.644652832
988258-1,Crepidium undulatum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
77117296-1,Crepidium vanroyenii,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.464651939
988259-1,Crepidium variabile,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.511092654
20005266-1,Crepidium venosum,Crepidium,2,Indo-China,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.366613856
1008701-1,Crepidium vermeulenianum,Crepidium,1,Malesia,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.693604512
988260-1,Crepidium verruculosum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.338057322
77191444-1,Crepidium versicolor,Crepidium,3,Indian Subcontinent,herbaceous perennial,seasonally dry tropical,No,No,Not Assessed,not threatened,0.251859955
988261-1,Crepidium vinicolor,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195793751
988262-1,Crepidium vinosum,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.285322413
993089-1,Crepidium vitiense,Crepidium,1,Southwestern Pacific,herbaceous perennial,wet tropical,No,No,Not Assessed,threatened,0.437219154
988263-1,Crepidium wappeanum,Crepidium,2,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.14759382
988264-1,Crepidium warapussae,Crepidium,1,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.195779422
988265-1,Crepidium warianum,Crepidium,2,Papuasia,herbaceous perennial,wet tropical,No,No,Not Assessed,not threatened,0.147954609
